ChannelTitle,VideoTitle,Description,PublishedAt,CategoryId,ViewCount,LikeCount,CommentCount
건나물TV,50대 이후 운동말고 아침에 이것부터 무조건 하세요! 보약이 됩니다,"가장 건강에 신경을 써야 하는 나이가 바로 50대 입니다
운동을 하기에도 몸이 따라 주지 않고 매일 몸이 무겁다면
이것부터 매일 시작해 보세요
오늘은 아침에 하면 보약이 되는 습관들에 대해서 알려드릴게요

건나물 멤버십 가입
https://www.youtube.com/channel/UC6xugt5HrbJpVMUQvnTkulw/join
문의: geonnamultv@gmail.com

[저작권 안내]
""건나물TV”에 모든 영상의 지적 재산권은 건나물TV에 있습니다.
개인이익, 회사이익을 위한 영상활용, 상업적인 이용행위 저작권법에 의해 엄격히 
금지합니다.",2021-12-16T23:00:29Z,27,636975,17568,164
JTBC Entertainment,혼신의 힘을 다한 '김현성'의 무대에 결국 오열하는 규현(KYUHYUN).. 싱어게인2(singagain2) 2회 | JTBC 211213 방송,"혼신의 힘을 다한 '김현성'의 무대에 결국 오열하는 규현..
#싱어게인2 #43호가수 #김현성",2021-12-13T13:46:49Z,10,549035,5626,496
어썸 코리아 Awesome KOREA,외국인이 한국어 숫자 배울때 멘붕오는 이유?! (외국 학생들 인터뷰),"❤ 촬영에 협조해주신 [한국외대 한국어문화교육원] 관계자 여러분 감사합니다!

외국인들이 한국 숫자를 배울 때 멘붕오는 이유는....?

♥영상이 재미있으셨다면 구독 좋아요 누르는 센스!
♥출연자분들이 체험해봤으면 하는 것들이나
   듣고싶은 이야기가 있다면 ☞댓글☜ 로 남겨주세요


※※※어썸코리아 출연문의 : awesomekorea01@gmail.com
한국을 사랑하는 외국인분들의 이야기를 기다립니다:)",2021-12-18T04:00:20Z,24,301216,6635,467
놀면 뭐하니?,"[놀면 뭐하니?]  토요태 ""Still I Love You"" 정품 풀 버전 (Hangout with Yoo)","[Timeline]
Still I Love You 02:08

★★★More 'Hangout with Yoo' clips are available★★★

iMBC
http://www.imbc.com/broad/tv/ent/hangoutwithyoo/vod/

WAVVE
https://www.wavve.com/player/vod?programid=M_1004711100000100000&page=1

#놀면뭐하니 #토요태 #도토리페스티벌",2021-12-18T10:45:01Z,24,403184,8636,795
DOCLIP :: 두클립,13년의 마블 역사 한번에 싹 몰아보기!  마블뽕 재충전!,"최초의 마블 시네마틱 유니버스 영화, '아이언맨' 부터 '샹치'까지!
13년의 역사를 영화부터 드라마까지 시간순으로 싹 모아봤습니다!

#두클립 #마블 #디즈니플러스",2021-09-21T07:10:50Z,1,1371543,13066,603
Jeff Hwang,"베이식 - 08베이식 REMIX (Feat. 365LIT, CHANGMO, 크라운제이, 던밀스, 래원, 릴보이, 면도, 폴 블랑코, 산이, 스윙스, 스키니브라운, 버벌진트, 염따)","베이식 싱글 08베이식 REMIX (Feat. 365LIT, CHANGMO, CROWN J, DON MILLS, LAYONE, lIlBOI, MYUNDO, PAUL BLANCO, SAN E, SWINGS, SKINNY BROWN, VERBAL JINT, YUMDDA)",2021-12-18T09:41:05Z,22,544141,7137,2725
곽튜브KWAKTUBE,스페인 최고의 요리를 찾아서 - 세계여행(36),"안녕하세요
스페인 여행의 마지막 편입니다.
스페인의 중소도시 발스에서 칼솟타다라는걸 먹었는데,
맛표현을 너무 안한거 같은데
그냥 맛있어서.. ㅎㅎ
러시아에서 뵙겠습니다.

감사합니다.
-------------------------------------------------------------------------------
insta : @jbkwak
mail : wnsqls3@gmail.com
촬영장비 : 고프로 히어로 10 블랙
편집 : 맥북프로 16인치, 파이널컷 X
음원 : Epidemic sound&Artlist",2021-12-16T08:30:11Z,19,743595,16521,1595
보물섬,술먹으면 못일어나는 친구 드럼으로 천둥모닝콜 해주기ㅋㅋㅋㅋㅋㅋㅋㅋ,"이 영상은 긱몬의 지원을 받아 제작지원된 영상입니다

다음에 안일어나면 진짜 폭격을...해볼까? 

긱몬에서 진행하는 시크릿코드 이벤트에
이 코드를 입력하면 무려 1만명에게 GS25 3천원 쿠폰 준다고 합니데잉!!!
시크릿코드 : 긱몬보물섬
https://gigmon.albamon.com/adlink?kid=G1621",2021-12-11T10:13:35Z,23,802930,17165,1479
Various Artists - Topic,우리 사랑했잖아 We were in love,"Provided to YouTube by Danal Entertainment

우리 사랑했잖아 We were in love · 다비치 & 티아라 Davichi & T-ARA

Funky Town

℗ DanalEntertainment

Released on: 2021-04-01

Auto-generated by YouTube.",2021-04-02T09:59:56Z,10,715307,2955,0
낭스월드,쇼미더머니10 노래모음 [본선 + 음원미션] (가사) | PLAYLIST | SMTM10 Episode,"쇼미더머니10 노래모음 [본선 + 음원미션] (가사) | PLAYLIST | SMTM10 Episode

[Outro] 정임낭 - 달빛정원 (Inst.) | Jung Im Nang

#쇼미더머니10 #노래모음 #본선",2021-12-01T05:34:01Z,10,34625,148,12
채씨네,(결말포함) 단 12명의 비밀 특수부대로 적군 50000명을 쓸어버리는 미군의 클라스 ㅎㄷㄷ (실화) (영화리뷰),"#결말포함 #영화리뷰 #영화소개

영화 제목은 우측 상단에 있습니다 

@본 영상은 스포일러와 결말이 포함 되어있습니다

영상을 잼있게 보셨다면 구독 / 좋아요 / 댓글 부탁드려요!

더 좋은 영상과 편집으로 보답하고 노력하는 채씨네가 되겠습니다 감사합니다^^",2020-10-26T04:09:05Z,1,2706057,13105,910
조두팔,물마시기,"나이는 스물한살 이구요
구독 좋아요 눌러주시면 감사하겠습니다.
인스타
https://www.instagram.com/whgekwhtnwls
페북 
https://www.facebook.com/whgekwhtnwls
문의
whgektnwls@gmail.com
감사합니다.



#물 #자연 #섭취",2021-12-19T11:57:56Z,22,88328,2926,224
asmr soupe,"ASMR 수프가 엄선한 장작 타는 소리 3시간 + 타이머●자꾸만 듣고 싶은 캠프파이어, 모닥불 소리 | Campfire Crackling Fire Sounds 3hrs","수프 애청자, 구독자 여러분! 
기존 영상에 장작 타는 소리는
해리 포터나 반지의 제왕, 찰리와 초콜릿 공장 등 
다양한 곳에서 분위기를 연출하기 위해 활용을 했었는데요,

장작 타는 소리만 올린 적은 없는 것 같아
이번엔 모닥불 소리만 오롯이
3시간 동안 들려 드리는 영상을 제작해 보게 됐답니다.

장작 타는 소리가 다 비슷하지뭐!라 생각하지 않고
세심하게 소리를 선별하고 믹싱해
꽤 마음에 드는 결과물을 얻은 것 같아요.

공부하실 때도 사용하기 좋게
타이머도 처음으로 넣어 보았습니다.

볼륨은 각자의 취향과 목적에 맞게 조정한 뒤 들어 주세요!
볼륨의 크기에 따라 느낌이 완전 다르게 느껴지실 거예요.

잘 때 아주 작게 해서 들으니 잠이 솔솔 너무 잘 오구요
조금 크게 해서 책 읽을 때 들으니 집중이 정말 잘 되는
빗소리만큼 만능의 백색 소음이라는 생각이 들었답니다! :)

【추천】 겨울 산장의 포근한 화목 난로 3시간
장작 타는 소리 두 번째+타이머
Crackling Fireplace Sounds, Cozy Warm Cabin Ambience
https://youtu.be/BAF79RpHlbs

음악 있는 버전도 참 좋으니 꼭 한 번 들어봐 주세요! 
【어느 중세 기사의 야영지, 밤의 캠프파이어】
장작 타는 소리, 밤소리, 환경음과 음악
Medieval Knights' Camp Ambience and Music
https://youtu.be/YuMCd9iNSD0

가끔 수프 채널의 영상들이 
볼륨이 좀 크다는 의견을 아주 가끔 듣곤 하는데요,
볼륨을 크게 만드는 이유는
수프 채널의 경우 잘 때만 듣는 것이 아니고
카페 같은 시끄러운 장소에서도 들으시는 분들이
많기 때문이라 이해해 주시면 될 것 같습니다!
수면용으로 들어 주실 분들은
소리를 작게 조정해서 들어 주세요 여러분-♥


#장작타는소리 #모닥불 #캠프파이어


●8월 후원해 주신
홍숙진님, candytuft님, lio .H님
진심으로 감사드립니다!

가끔 들어가서 확인할 때마다 남겨져 있는 후원 내역과 응원의 메세지들 보면서 마음을 다잡곤 한답니다. 언제나 큰 힘이 돼 주시는 수프 채널 서포터 여러분들, 정말정말 고맙습니다! :)

---

따끈따끈한 방송을 빨리 보시려면
구독하기+알림 설정 꼭 해 주세요! : )

● ASMR 제작 의견을 남기시려면↓
https://goo.gl/forms/mFHBtIdphz1rAvdR2

정리하기 쉽고 어떤 내용이 많은지 통계 내기도 수월할 것 같아
앞으로 위 설문지를 통해서만 의견을 받도록 하겠습니다! :)
의견은 하나도 빼놓지 않고 꼼꼼하게 읽어 보고 있으니 걱정마세요.

● 수프 채널 후원하기
https://toon.at/donate/asmrsoupe (구글/유튜브 계정 이용)

여러분들이 저에게 보내 주신 후원금은 장비와 제작에 투자되며
더 좋은 퀄리티로 보답해 드리겠습니다. :)

● 인스타그램
http://instagram.com/asmrsoupe

● 수프의 일상, 브이로그
https://www.youtube.com/channel/UCObEKWaIitNu00ZXxJ9vYsA

● 이메일 : 편지/후기/제안/문의 등 자유롭게 보내주세요!
neverend@gmail.com

○ 제가 애니메이션이나 영화, 드라마를 테마로 제작하고 있는 ASMR 및 Ambient Sounds는 해당 작품의 영상, 효과음, 이미지를 쓰지 않습니다.(직접 제작하거나 저작권 문제가 없는 자료만을 사용합니다.) 특정 상황을 새로운 소리로 재현한 변용(Transformative use)이며 기존 작품과는 전혀 다른 감흥을 일으키는 창작물입니다. 이는 Fair Use(평론, 인용, 패러디, 코멘터리, 뉴스 리포팅 등)의 범주에 속하는 수준으로, 저작권에 위배 되지 않습니다.

○ ASMR은 Autonomous sensory meridian response (자율 감각 쾌감 반응)의 약자로,  누군가가 내 머리를 빗어줄 때, 귀를 파줄 때, 등에 글씨를 써줄 때 전해지는 노곤한 기분과 좋은 느낌을 말합니다. 보고 듣는 것만으로도 그런 기분이 전해지기 때문에 유튜브에서 꽤 비중있는 컨텐츠로 자리 잡고 있답니다. 영상을 보고 들으시는 여러분들의 마음이 편안해지도록, 저만의 방식으로 여러분들께 ASMR을 전달해드릴 수 있도록 연구하고 노력하고 있어요.",2020-08-20T13:35:08Z,10,2084593,22158,1035
Mnet TV,[ENG] [스걸파/2회 미공개] 노제의 이유있는 싱글벙글 〉_〈 웨이비의 제자! 트레드 @크루 선발전#스트릿댄스걸스파이터,"티빙에서 스트리밍 : https://tving.onelink.me/xHqC/30a78d6f

[스걸파/2회 미공개] 노제의 이유있는 싱글벙글 〉_〈 웨이비의 제자! 트레드 @크루 선발전

여고생 원탑 크루 선발전
〈스트릿댄스 걸스 파이터〉
매주 (화) 밤 10시 20분 본방송

〈스걸파〉에 대한 더 많은 정보는
◈공식 홈페이지: program.genie.co.kr/sgf
◈공식 인스타그램: instagram.com/mnet_dance

#스트릿댄스걸스파이터 #스걸파 #SGF #스트릿우먼파이터 #스우파 #STREETWOMANFIGHTER #SWF #Mnet #엠넷

#티빙에서스트리밍",2021-12-12T15:30:16Z,24,1234176,15317,830
유칼립투스 Eucalyptus,아득한 시티뷰와 함께하는 뽀모도로 스터디윗미 2HR (50/10/50/10) (with music) 🌃POMODORO STUDY WITH ME,"여러분, 어찌 지내시나요?
저는 이제 12월에 들어, 어플라이하는 과 면접도 보고, 필기시험도 준비하고 있습니다. 
영상이 올라가는 날이 딱 필기시험날이에요. 
응급실에서 같이 근무하는 인턴 동기 한명이 휴가를 가서, 남은 사람들끼리 조금 고된 스케쥴로 일하고 있습니다만, 몸은 힘들어도 같이 일하는 사람들이 다 유쾌해서 잘 버티고 있어요. 지난 번 과 송년회에 참석했었는데, 거기서 오래 일하신 간호사선생님이 말씀하셨던 ""일하면서 가장 중요한 건 동료라고 생각합니다""에 적극 공감합니다. 잘 맞는 사람하고만 일할 순 없겠지만, 일하면서 만난 잘 맞는 사람들은 정말 소중합니다. 
24시간 일하고 돌아와서 아직 몸에 긴장이 안 풀려 잠을 못 자고 있는 상태에서 주저리주저리 써보았네요. 
모두들, 크리스마스가 얼마 안 남았어요! 
모두 미리 메리 크리스마스 입니다. ❤️🔥❤️🔥

P.S.
뽀모도로 버젼 요청도 가끔 받아서 이번엔 뽀모도로로 데려와보았어요. 스터디윗미 안쉬고 하는 걸 힘들어하시는 분들은, 중간에 끼어있는 10분 쉬는 시간에 자연의 소리를 뜰으며 조금 쉬시다가 다시 공부하시는 것도 좋을 것 같아요 😘



#스터디윗미, #STUDYWITHME, #POMODORO, #뽀모도로, #의대생, #의사, #공부, #음악, #피아노, #플레이리스트



🌿ISG: instagram.com/eucal_dr
🌿contact e-mail: minimaleddie@gmail.com

-----------------------------------------------------------------------------------------------------------------------------

Join me with other STUDY WITH ME videos as well!

1) REAL TIME, REAL SOUND 3HR STUDY
https://youtu.be/Kr7eiJz0kvc

2) FIREPLACE SOUND ver 3HR STUDY
https://youtu.be/R7TXQF8bW_Y

-----------------------------------------------------------------------------------------------------------------------------",2021-12-19T03:00:05Z,22,16988,993,79
hongsi 홍시,"ENG) 연말 우리는 그것을 합법적 폭주라 부른다 / 고구마튀김 대량생산 / 두달만에 받은 사과떡볶이 / 오므라이스,파리크라상,태극당, 스테이크 솥밥","#집밥브이로그#요리브이로그#일상브이로그



그릇 정보 Details about the dishes
https://youtu.be/nmhy7R4KoDY


💌비지니스 메일 : hhhongsiii@sandbox.co.kr
🔖instagram : http://www.instagram.com/hhhongsiii
-------




각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.
https://www.contentsfly.com",2021-12-19T12:37:59Z,22,76725,2884,271
Tigger ASMR,"🌙깊은 심해 속에서 잠들기 (몽환 시리즈 모음)  •  Sleep music, underwater, fantasy, meditation, 10hr, 수면음악","✔ 볼륨은 5 / 10 을 권장합니다
✔ 광고, 악플 배려 없는 댓글은 무통보 삭제되며 제 채널에서 차단됩니다
✔ 수면 음악 영상에서는 자유롭게 소통이 가능하지만, 타채널 언급 및 홍보 금지(개인 채널, 인스타 등), 지난주에 그분! 저번에 우리 만났죠! 보고 싶었어요 OO님! 등의 신규 구독자님들이 채팅에 낄 수 없도록 과도한 친목은 자제 부탁드립니다 🙏 


✔ 수면음악 재생목록
https://youtube.com/playlist?list=PLatF2FKtiNja5qA-Y5oTfP9OFh_GLIICW


✔ 명령어
!굿나잇
!굿밤
!잘자요
!goodnight
!담요
!따아
!라떼
!레몬셔벗
!버터맥주
!수정과
!숭늉
!식혜
!약과
!유자차
!코코아
!화조풍월


==========================
+ 메일 : tigger.ufo9@gmail.com
+ insta : asmr.tigger 
+ FLO : https://bit.ly/3ivhYKD
==========================
✔ 썸네일에 Tigger Music 마크가 적혀있는 영상을 제외하고는 제 채널의 모든 영상들은 재사용 및 2차 창작이 불가합니다
 ✔ 티거 채널의 영상에 사용되는 이미지, 사운드, 음악들은 제가 직접 녹음하거나 라이센스를 직접 구매 또는 저작권에 문제없는 저작물들을 사용하여 새롭게 재창작 하고 있습니다.
✔ 원저작물을 이용한 단순한 결과물이 아닌, 새로운 소리로 재현한 변형적이용(Transformative use)이며 기존 작품과는 전혀 다른 감흥을 일으키는 창작물입니다. 
==========================
#수면음악 #underwater #sleepmusic",2021-12-19T12:49:59Z,24,3420,220,0
정우클린,생각이 많아지는 영상,#nct #엔시티,2021-12-19T07:12:23Z,22,77606,5850,93
올리버쌤,사냥을 마치고 돌아와서는 아기 앞에서 어쩔 줄 몰라하는 진돗개들,"[올리버쌤의 영어회화 일력 365]
저와 함께 영어 공부를 매일 함께 해봐요!! 
교보문고 https://bit.ly/389tTbX
예스24 https://bit.ly/3l1nXFo
알라딘 https://bit.ly/3etrwBP
인터파크 https://bit.ly/3kYvHYY
인터파크 글로벌 https://bit.ly/2Jfcc0J
 
즐거운 추수감사절을 가족과 즐겁게 보냈어요.
그리고 집에 돌아온 저녁...
우당탕 큰 소리가 들려오는데요. 
어떤 일이 생긴 걸까요? 
오늘의 표현 : #getback #떨어져 #물러나 

[올리버쌤의 실전 영어 꿀팁 100] 구매하기 
예스24 https://bit.ly/31o54Dg
교보문고 https://bit.ly/2R7WlQZ

[올리버쌤의 영어 꿀팁] 책 구매하기
예스24 http://bit.ly/2QigDck
교보문고 http://bit.ly/2qWTNJc

[인스타그램] 
올리버쌤 http://instagram.com/oliverkorea 
마님툰 http://instagram.com/manim_toon
체리 http://instagram.com/cherry_bbobbo

[유기견 입양 신청 및 해외 이동봉사 문의]
메일 2798catherine@gmail.com
인스타 instagram.com/yellow_mom_",2021-12-15T07:00:00Z,22,1425955,44606,2188
짱철커플,[짱구는 못말려] 에스파를 위협하는 짱스파,"#짱구는못말려

짱철커플 구독하기❤️

짱구는 못말려 14기 1화에요!",2021-11-27T09:30:02Z,22,906714,17572,528
옛능 : MBC 옛날 예능 다시보기,[5月의 무도] 거 태호 형 이거 장난이 너무 심한 거 아니오?! 방콕 놀러 왔다 알바하러 가지오~😡 “해외 극한알바” 1편 infinite challenge,"[무도의 5월은 어땠을까?] 
어디서 하하 혈압 오르는 소리 안 들려요?
10주년 포상휴가라고 했으면서... 방콕까지 왔으면서....!
현실 분노 터진 하하와 어이는 없는데 착한 멤버들의 REAL 반응!
그래서 ... 우리 대체 어디로 가는데?

방영일자 : 20150530

⏰오분순삭⏰ 에서 관련 에피소드 보기
오디오마저 꺼진 하하 분노 모먼트🔥
https://youtu.be/602cVLcdAIs

무한도전 1화부터 FULL버전 다시 보기 (2006년 5월 6일~2018년 3월 31일) →
▶ WAVVE :
https://m.wavve.com/player/vod?contentid=M_1000786100002100000.1
▶ iMBC : 
http://m.imbc.com/Vod/VodPlay?progCode=1000786100000100000&broadcastID=1000786100002100000&type=VOD

#집에서함께해요#무리한도전#무모한도전#무한도전레전드#정준하#박명수#정형돈#하하#노홍철#길#전진",2020-05-29T09:00:29Z,24,4969980,19808,4495
"나랑 공부해 쉬어 , Study ❤",(𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕)이 보다 좋은 ⛄️크리스마스팝송은 없다 / 🌲캐롤 / 팝송,"(𝑷𝒍𝒂𝒚𝒍𝒊𝒔𝒕)이 보다 좋은 ⛄️크리스마스팝송은 없다 / 🌲캐롤 / 팝송

✔︎ 구독 및 높이 평가 및 의견
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
더 많은 영상을 위해 채널을 구독하십시오 :
🔔 Youtube : https://bit.ly/3CQ9EvZ
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
TRACKLIST🎵
00:00:00 Kissing Under The Mistletoe - Loving Caliber
00:03:12 Let It Show - Wildson
00:07:09 From This Christmas On - The Seasonals
00:11:02 Come One Come All - Bird Of Figment
00:14:24 I Will Be Home For You - Wildson
00:18:21 Could We Fall in Love - Celestial Castles
00:21:28 My Winter Wonderland - Loving Caliber
00:24:12 Kissing Under The Mistletoe - Loving Caliber
00:27:24 Let It Show - Wildson
00:31:22 From This Christmas On - The Seasonals
00:35:14 Come One Come All - Bird Of Figment
00:38:37 I Will Be Home For You - Wildson
00:42:34 Could We Fall in Love - Celestial Castles
00:45:40 My Winter Wonderland - Loving Caliber
00:48:25 Kissing Under The Mistletoe - Loving Caliber
00:51:37 Let It Show - Wildson
00:55:34 From This Christmas On - The Seasonals

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
◢이 믹스 소셜 페이지 (Facebook, Reddit, Twitter 등)에서 공유하여 더 많은 사람들이 함께들을 수있게하십시오!

우리는 YouTube의 음악 개발 회사입니다.

재능 넘치는 아티스트의 협력을 기다리고 있습니다,

✔ 여기에 보내주십시오 : Dreamer@ant-media.net
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
📷Image by : ...
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
epidemicsound 의한 오리지널 음악 © 모든 권리 보유.

🔔 우리는 당신들을 위해 최고의 가장 즐거운 음악을 찾을 수 있도록 노력하고 있습니다! 우리가 공유하는 음악으로 당신의 일상을 더 아름답게하고 싶다고 생각합니다! 평화의 사랑과 음악.

당신의 기억에 깊이 전해지는 멜로디.

당신이 주인공이되는 장면의 BGM입니다.

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

🚫 저작권 문제 나 질문이 있으면 나에게보고하지 마십시오. 이메일로 문의하시기 바랍니다. 48 시간 이내에 답변 해 드리겠습니다.

💌Dreamer@ant-media.net💌

#같이공부해요 #studywithme #studyasmr",2021-12-06T11:13:38Z,10,205032,3809,80
